;artist.hotttnesss;bars_confidence;bars_start;beats_confidence;beats_start;duration;end_of_fade_in;familiarity;key_confidence;latitude;mode_confidence;release.id;song.hotttnesss;start_of_fade_out;tatums_confidence;tatums_start;tempo;terms_freq;time_signature_confidence;year;spotify_popularity;target_h
3997;0.512229189;124;0.41641;878;0.08505;185.5473;2.368;0.816998189;687;33.86404;511;104883;0.288237944;181.365;221;0.08505;171.516;0.967877217;0;0;NA;0.288237944
3998;0.406626217;0;0.26113;0;0.26113;276.21832;4.644;0.643982592;623;-34.60852;404;594661;0.334706549;261.352;59;0.06752;156.446;1;0;0;NA;0.334706549
3999;0.804219797;1;0.48067;447;0.48067;246.43873;107;0.833178561;44;37.1573567501336;573;528854;0.7731945;235.096;885;0.16007;93.982;1;662;2001;NA;0.7731945
4000;0.430106913;126;0.05983;1;0.05983;361.16853;0.28;0.526284543;52;31.1689;362;211454;0;356.862;0.91;0.05983;125.991;1;479;2003;NA;0
4001;0.667294596;33;0.27882;336;0.27882;242.05016;0;0.818319359;588;37.1573567501336;488;15520;0.771473924;233.953;364;0.06049;143.038;0.999541099;0;2003;0.36;0.771473924
4002;0.33286717;11;0.84901;0.72;0.43458;165.19791;183;0.495518893;641;37.1573567501336;578;806430;0;158.72;695;0.22632;149.252;0.960592583;0;1966;0;0
4003;0.46548901;14;0.66913;0.27;0.25409;236.79955;0;0.637494392;656;37.1573567501336;605;704331;0.447135796;230.226;398;0.04605;144.777;0.936389487;0;2010;0.07;0.447135796
4006;0.511546184;237;0.55958;854;0.17782;663.24853;0;0.700635528;547;37.1573567501336;617;16061;0.401486711;647.541;434;0.17782;162.384;0.999872425;61;1975;0.33;0.401486711
4007;0.310298996;17;0.80941;841;0.23053;241.76281;113;0.470414614;682;37.1573567501336;596;64571;0;228.223;273;0.08797;104.56;0.965969042;823;0;NA;0
4008;0.411797827;178;0.97952;706;0.40237;207.98649;0;0.632852017;707;39.95227;622;643394;0.762646815;207.986;732;0.11238;103.596;0.999800813;1;1999;0.3;0.762646815
4010;0.464186402;37;0.19823;1;0.19823;299.78077;316;0.755566398;538;37.1573567501336;0.56;41905;0.751436617;283.655;1;0.19823;141.674;0.827998374;417;1980;0.42;0.751436617
4011;0.409778998;243;2.33573;0;0.24145;200.82893;984;0.511663445;614;-33.96243;0.64;345588;0;188.79;258;0.24145;143.467;0.915417212;588;0;0;0
4012;0.387423271;448;0.62592;529;0.20028;334.18404;164;0.590243797;79;39.95227;222;364644;0;319.727;478;0.20028;140.085;1;1;0;0.01;0
4014;0.561830538;0.05;1.634;179;0.46895;188.18567;163;0.69480252;0;54.89814;57;27384;0.262264742;176.93;972;0.08159;105.361;1;0;2002;0.16;0.262264742
4016;0.441643405;12;1.42062;1;0.21472;236.35546;78;0.687694457;18;37.1573567501336;0.3;346689;0.550326336;226.151;608;0.21472;102.99;0.997080677;434;2007;NA;0.550326336
4017;0.360445766;347;0.47096;0;0.09303;251.14077;618;0.58568315;308;18.11526;479;611206;0.266955186;239.613;608;0.09303;158.813;0.924399296;0;0;NA;0.266955186
4019;0.345015639;55;0.54836;942;0.1874;215.97995;148;0.595100752;495;37.1573567501336;0.47;745790;0;210.501;881;0.1874;167.85;0.946359934;277;0;0.01;0
4020;0.442992869;245;1.08679;878;0.37086;200.04526;0.33;0.640151545;623;34.41925;661;558775;0.53066303;187.548;504;0.19233;171.833;1;675;2000;0.19;0.53066303
4021;0.337507289;624;0.79767;0;0.0956;301.81832;11.175;0.477364753;401;37.1573567501336;101;148126;0.281466322;289.46;563;0.0956;86.096;1;293;0;NA;0.281466322
4022;0.564969253;235;1.7863;356;0.50103;238.05342;131;0.789836439;762;37.1573567501336;643;219487;0.741913732;233.674;763;0.18001;91.873;0.996108453;0.61;2006;0.25;0.741913732
4023;0.403509673;21;1.53667;0;0.48053;152.842;3.257;0.624723768;191;32.77942;364;176428;0.369053604;146.239;12;0.22755;122.236;1;463;1970;NA;0.369053604
4024;0.368054039;479;1.67863;744;0.48599;175.5424;1.014;0.572500601;32;37.1573567501336;367;142964;NA;168.89;636;0.19987;105.715;0.971619176;0;0;0.06;0.06
4025;0.461345852;234;1.54662;0.73;0.29548;257.25342;78;0.649583107;381;49.01037;414;459483;NA;244.007;0;0.29548;97.454;0.844124947;1;2009;0.13;0.13
4026;0.343844499;0.14;0.47567;0.14;0.47567;339.80036;0;0.616884544;418;42.54843;455;45348;0;336.184;0;0.31135;160.126;1;0;2006;NA;0
4027;0.2887316;683;0.48423;683;0.48423;164.64934;183;0.322207066;398;37.1573567501336;489;481650;0.212045406;150.825;0;0.12627;109.265;1;0;0;0;0.212045406
4028;0.352410127;9;0.18868;1;0.18868;175.96036;125;0.565452292;739;37.1573567501336;431;686954;0;170.731;0.64;0.03336;193.584;1;402;0;0.13;0
4032;0.578301634;244;0.52443;1;0.14422;204.19873;131;0.655921418;494;37.1573567501336;0.57;1792;0.695318815;191.716;0.78;0.14422;155.843;1;0;1988;NA;0.695318815
4033;0.223983699;141;0.47757;0;0.21621;189.72689;1.112;0.380230188;278;37.1573567501336;466;595434;NA;184.639;0.23;0.08489;234.26;1;333;0;0;0
4034;0.375652824;48;2.38196;35;0.81013;159.16363;508;0.423401377;545;40.71455;397;237206;0;154.14;394;0.29271;77.212;1;744;0;NA;0
4036;0.580013183;72;1.30761;545;0.42489;258.63791;3.164;0.567313224;1;37.1573567501336;616;387111;0.517657896;230.754;246;0.20624;146.758;1;651;1998;NA;0.517657896
4037;0.336668196;22;1.46528;1;0.33302;410.98404;299;0.421421303;546;53.38311;464;185131;0.253834736;389.021;1;0.05112;106.035;1;1;1991;0.03;0.253834736
4038;0.462190105;0;0.16224;0;0.16224;157.6224;2.119;0.624252499;7;32.20049;256;295599;NA;155.318;765;0.16224;126.689;1;0;1990;0.22;0.22
4039;0.740373516;55;0.67739;589;0.38398;263.36608;0;0.837947909;508;37.1573567501336;544;341262;0.713492371;254.938;265;0.23727;193.14;1;17;0;NA;0.713492371
4041;0.45146606;936;0.13508;936;0.13508;149.96853;136;0.654860822;428;42.25147;271;12585;0.590557401;146.228;568;0.13508;173.34;0.964541714;0;1970;NA;0.590557401
4042;0.40886172;546;0.54995;546;0.54995;125.85751;311;0.647769063;55;37.59791;235;295587;0.537503904;115.63;419;0.16563;104.793;1;0;1979;0.1;0.537503904
4043;0.353252663;206;1.20076;643;0.35398;155.27138;0;0.543053588;397;37.1573567501336;492;113735;0.379523324;144.945;413;0.35398;71.283;1;224;2005;0.01;0.379523324
4044;0.581505803;0.48;1.73937;0;0.18055;210.59873;0;0.829851317;505;37.1573567501336;476;627198;0.62793;203.79;201;0.18055;84.99;0.999781348;675;2009;0.16;0.62793
4047;0.498563611;42;0.20656;757;0.20656;333.322;0;0.731590593;998;37.1573567501336;706;328393;0.673836145;320.406;884;0.20656;122.811;0.999085472;1;1995;NA;0.673836145
4048;0.298580718;758;0.25619;758;0.25619;153.0771;0;0.406801997;508;41.88415;583;376787;NA;149.571;763;0.09871;126.462;0.934315893;0;0;0.18;0.18
4049;0.618219159;931;0.40231;931;0.40231;138.52689;136;0.858677442;0;34.05349;183;104875;0.407233015;131.628;748;0.18277;139.755;1;0;1992;NA;0.407233015
4050;0.159717425;0.37;0.37233;0;0.37233;232.202;3.558;0.39427354;251;37.1573567501336;545;248144;0.187894979;222.006;169;0.1953;130.06;0.993256341;88;0;0;0.187894979
4052;0.54794043;7;1.28388;0.6;0.59125;223.65995;0;0.919517092;773;37.1573567501336;172;217700;0.496175336;219.022;1;0.06524;86.967;0.999941694;992;0;NA;0.496175336
4054;0.353364767;369;0.74629;1;0.2515;272.69179;461;0.543061143;0.22;4.65637;179;127851;0.450992312;272.692;905;0.2515;121.949;0.92820279;0;2003;0.02;0.450992312
4055;0.532266186;0.08;1.17308;981;0.28477;165.61587;0.2;0.717762702;86;40.71455;496;11549;0.468997788;150.419;878;0.06207;134.289;1;0;2005;0.12;0.468997788
4056;0.416173065;66;0.82967;699;0.39658;243.04281;102;0.706827671;754;41.88415;0.6;597395;0.50254434;227.886;438;0.17466;125.964;0.985011245;904;1972;NA;0.50254434
4059;0.458210742;146;1.08009;1;0.50748;246.20363;473;0.631702562;709;37.1573567501336;622;557613;0.419125893;239.491;0.8;0.07872;104.994;1;545;2009;NA;0.419125893
4061;0.512455643;89;0.95432;655;0.13306;263.47057;101;0.806364125;27;37.1573567501336;352;46559;0.319565987;241.853;0.93;0.13306;147.327;0.94721879;551;0;0.1;0.319565987
4063;0.379693885;7;1.08901;966;0.38449;440.76363;357;0.47660678;523;28.63951;0.52;590908;NA;420.966;998;0.03005;85.391;0.875509174;719;2001;0.07;0.07
4064;0.362419612;0.23;0.08314;1;0.08314;285.04771;177;0.538346827;862;37.1573567501336;0.73;790920;0.663373594;285.048;158;0.08314;215.999;1;738;2005;NA;0.663373594
4065;0.479308459;85;0.32337;709;0.32337;245.68118;334;0.717670525;691;37.1573567501336;289;281142;0.270775999;238.063;338;0.10967;88.508;0.998786077;809;1974;NA;0.270775999
4066;0.459809423;319;3.81317;676;3.81317;253.75302;8.179;0.708368204;95;37.1573567501336;267;538761;0.266955186;237.198;111;3.4894;113.141;0.864862695;378;0;0;0.266955186
4067;0.512226738;403;0.03951;918;0.03951;550.97424;0;0.786427083;663;34.23294;629;754719;0.430160637;539.55;918;0.03951;168.474;0.999989369;1;2010;NA;0.430160637
4068;0.367408575;851;0.98335;878;0.05108;245.13261;0.25;0.602466476;456;41.51776;454;769640;0.494489518;245.133;878;0.05108;127.757;1;814;0;NA;0.494489518
4070;0.529915122;305;0.99538;0;0.14251;263.49669;2.322;0.75347562;662;37.1573567501336;622;527416;0.400039657;249.446;427;0.14251;141.171;1;0.53;2004;0.26;0.400039657
4071;0.405657125;1;1.10081;1;0.2605;199.78404;0.2;0.660225681;533;43.64856;559;467254;0.588922168;188.285;1;0.05396;142.948;0.798286535;811;2009;NA;0.588922168
4072;0.504307726;64;0.10111;455;0.10111;98.11546;66;0.701441759;115;40.71455;378;265153;0.670787538;98.115;0.55;0.10111;199.527;0.999836752;0;2004;0.09;0.670787538
4073;0.381715678;124;1.44988;0;0.22343;306.65098;5.73;0.59065955;191;37.1573567501336;391;327461;0.259183466;287.788;0;0.22343;89.456;1;556;0;NA;0.259183466
4075;0.576902281;529;1.66211;827;0.57548;351.84281;117;0.827409365;458;37.1573567501336;409;308335;0.865831829;342.152;851;0.30516;109.74;1;0;2006;0.04;0.865831829
4076;0.419967936;19;2.9119;0;2.51364;268.40771;8.208;0.609819761;441;34.05349;429;559845;0.427446572;260.151;52;2.51364;145.882;1;257;1986;0.07;0.427446572
4079;0.590449277;431;0.98485;969;0.12281;160.23465;107;0.851073009;562;37.1573567501336;0.67;322341;0.609608465;147.261;488;0.12281;139.401;0.999214993;604;2008;0.07;0.609608465
4080;0.449668691;268;1.02079;1;0.53572;251.29751;0;0.699924765;537;33.59233;427;620935;0;238.092;1;0.29494;126.776;1;0;0;0.3;0
4082;0.555741673;7;1.13108;551;0.20786;228.85832;5.492;0.740796632;58;37.1573567501336;454;710761;0.634538104;216.99;176;0.20786;130.006;0.948653411;0;2004;0.28;0.634538104
4083;0.33201956;76;1.11583;363;0.23339;186.53995;0;0.366537936;528;37.1573567501336;0.47;226623;0.474147941;186.54;65;0.23339;132.345;1;527;0;NA;0.474147941
4084;0.661382924;37;2.2128;0;1.49474;160.33914;0;0.825805386;526;37.1573567501336;501;14329;0.807705236;156.259;227;1.31455;170.069;0.973244077;401;0;NA;0.807705236
4085;0.481339309;43;0.62858;761;0.13091;241.26649;374;0.729212274;703;37.1573567501336;461;419238;NA;232.577;0.3;0.13091;120.956;0.948010911;1;0;0.04;0.04
4086;0.446071584;487;0.30266;697;0.30266;475.11465;171;0.574400789;0.9;43.07295;486;238284;NA;470.912;192;0.30266;89.997;1;895;2002;0.29;0.29
4088;0.665576619;22;1.01353;422;1.01353;330.94485;0;0.915823253;291;37.1573567501336;349;47668;0.528782481;330.945;0;0.62605;116.169;1;493;2006;NA;0.528782481
4089;0.375914688;109;0.06141;0;0.06141;358.71302;513;0.59419662;397;37.1573567501336;309;146411;0.265861049;349.141;967;0.06141;190.019;1;567;0;NA;0.265861049
4090;0.432172564;49;1.0807;597;0.28039;250.69669;0;0.640287557;264;37.1573567501336;387;43847;0;228.368;912;0.07974;147.871;1;807;0;NA;0
4091;0.368772253;234;1.12208;0;0.03853;209.57995;0;0.467052966;411;37.1573567501336;498;683433;NA;205.038;1;0.03853;110.644;1;771;0;0;0
4092;0.361917926;85;0.49122;592;0.14312;285.28281;282;0.629008226;467;37.1573567501336;485;620941;0.536378023;276.126;563;0.14312;183.836;1;0;2000;0.08;0.536378023
4095;0.472495477;709;1.2271;489;0.24984;257.35791;346;0.658016592;483;37.1573567501336;0.56;321603;0.246101389;245.923;359;0.08683;124.15;1;498;2008;0.17;0.246101389
4096;0.294037483;196;3.2919;489;3.2919;299.72853;3.634;0.46117348;0.05;37.1573567501336;395;201582;0.253834736;295.828;54;2.9671;72.022;1;721;0;NA;0.253834736
4097;0.375941201;641;1.78944;261;0.54518;240.09098;304;0.450361261;317;34.05349;638;236601;0.253834736;223.829;28;0.22754;97.243;1;54;1998;0.2;0.253834736
4098;0.473918437;69;0.15678;802;0.15678;158.51057;194;0.627917468;534;29.59733;674;814747;0.551109538;146.727;0.03;0.15678;124.409;0.967635391;0;2007;NA;0.551109538
4099;0.392733676;0.95;0.22036;0.95;0.22036;239.46404;343;0.501544777;847;37.1573567501336;693;605794;NA;227.451;0.21;0.22036;138.561;1;193;0;0.01;0.01
4100;0.37790448;0.05;1.05088;568;0.45783;240.32608;0;0.630247495;1;37.1573567501336;864;36444;0.574039754;233.628;868;0.16038;101.954;0.867335124;1;2004;NA;0.574039754
4102;0.415353711;723;1.59801;365;0.56814;151.53587;0;0.4575333;0.58;37.1573567501336;333;511363;NA;151.536;431;0.31284;114.648;1;636;0;0.04;0.04
4103;0.226718364;17;1.11523;0.8;0.31596;120.42404;253;0.356990698;58;36.16778;385;331313;NA;110.707;651;0.11243;153.898;0.975997343;0;0;0.01;0.01
4104;0.333303418;729;0.85484;729;0.85484;199.02649;3.756;0.426882762;956;37.1573567501336;0.68;143822;0.261300285;185.87;48;0.24401;50.066;1;0;0;NA;0.261300285
4106;0.397179043;0.02;0.47337;1;0.47337;181.55057;178;0.530355668;54;40.73197;217;34605;0;173.976;1;0.22655;122.524;0.891498212;1;1974;0.08;0
4107;0.372415888;18;1.71026;557;0.62912;65.95873;0;0.466768145;0.05;37.1573567501336;354;601112;0.401486711;60.5;653;0.27462;115.307;1;614;0;0.02;0.401486711
4108;0.477889304;167;0.45044;933;0.13626;319.97342;0;0.791465542;773;37.1573567501336;584;289164;NA;319.973;449;0.13626;189.99;1;857;2000;0.16;0.16
4109;0.326008873;185;0.97295;687;0.14694;231.67955;119;0.498414133;226;37.1573567501336;404;135226;0;219.632;1;0.14694;146.545;0.957434236;521;0;0;0
4110;0.409464909;43;0.86374;457;0.86374;176.37832;0;0.616436885;427;37.1573567501336;416;729053;0.265861049;173.453;441;0.35965;82.72;1;116;2003;NA;0.265861049
4111;0.301502462;174;0.92752;929;0.44438;209.34485;402;0.434272038;719;40.71455;631;192744;0;199.883;637;0.44438;123.836;1;919;0;0;0
4112;0.478780074;944;0.42776;944;0.42776;200.54159;381;0.688638654;0;37.1573567501336;97;673515;0;181.992;739;0.42776;157.118;1;234;0;NA;0
4113;0.578301634;8;0.15878;1;0.15878;260.96281;143;0.655921418;619;37.1573567501336;0.51;19068;0.518310319;246.544;951;0.15878;129.729;1;761;1996;NA;0.518310319
4114;0.249320347;67;596;461;596;140.09424;0;0.334283435;446;37.1573567501336;417;235358;NA;140.094;0;0.13409;80.311;0.712957271;883;0;0.07;0.07
4115;0.432695229;0.12;0.28168;656;0.28168;184.92036;0;0.711017021;179;37.1573567501336;282;220244;0.703966085;177.656;21;0.28168;171.968;1;181;0;0.11;0.703966085
4116;0.340750194;177;2.23011;204;0.11018;194.97751;0;0.572144338;484;37.1573567501336;591;410068;0.576399981;186.671;0;0.11018;85.348;0.87074069;0.86;2009;NA;0.576399981
4118;0.192720469;26;1.64148;612;1.0709;256.46975;5.428;0.421143651;421;29.97525;387;98433;NA;246.044;84;0.79959;107.386;0.837592753;886;0;0;0
4119;0.389157892;172;1.9331;656;1.15427;244.27057;2.746;0.663400927;782;33.45081;624;168108;NA;238.283;137;0.94968;152.2;0.952792338;556;1968;0;0
4120;0.908202619;41;0.63457;774;0.19849;244.50567;376;0.917863906;495;13.11199;524;422785;NA;238.051;822;0.19849;139.304;1;421;2006;0.68;0.68
4121;0.347225061;153;0.19359;751;0.19359;263.73179;115;0.438644698;524;33.7621;472;566599;0.642091038;251.437;684;0.19359;114.255;1;634;1990;0.41;0.642091038
4122;0.371760895;0;11.94205;0;0.02835;30.45832;119;0.458055179;0;40.71455;0;150501;0;30.458;0.06;0.02835;61.589;0.982156256;535;0;0;0
4124;0.360829937;109;1.37634;1;0.35334;175.72526;0.16;0.576044173;578;29.42449;585;212982;0.515132469;167.155;927;0.18293;117.532;1;428;0;0.17;0.515132469
4126;0.4104772;641;0.6575;641;0.6575;214.43873;351;0.656759788;705;44.64616;0.53;274438;0.513189736;210.982;0.43;0.43575;138.572;0.957625745;0;1981;0.25;0.513189736
4127;0.560380805;8;1.2606;1;0.75556;86.22975;385;0.609816403;333;37.1573567501336;268;604232;NA;81.757;933;0.50476;120.08;1;0;2009;0.29;0.29
4128;0.372307464;3;0.89408;1;0.43823;356.23138;415;0.688040857;9;37.1573567501336;365;125275;0.437036204;348.839;1;0.20974;131.985;1;377;2004;NA;0.437036204
4129;0.379226366;79;0.92973;646;0.39736;191.55546;0;0.647945005;296;37.1573567501336;384;454438;NA;184.291;0;0.13117;121.988;0.946861598;1;2008;0.04;0.04
4130;0.392325283;36;0.48989;562;0.48989;278.46485;0;0.48040197;996;59.91228;777;737285;NA;275.702;582;0.48989;132.642;1;508;2009;0;0
4131;0.347006921;32;1.64005;809;0.38463;185.36444;0;0.581884359;982;51.48126;0.95;601526;0.407901717;179.531;515;0.0712;95.575;0.926846872;731;2000;0.06;0.407901717
4133;0.358681693;15;0.77693;1;0.19473;209.10975;122;0.527919316;307;37.1573567501336;476;150976;0;190.845;969;0.19473;107.233;1;794;0;0.23;0
4134;0.406642649;868;0.14065;1;0.14065;207.882;485;0.627361447;1;42.33168;782;111874;0.375984302;198.362;0;0.14065;124.519;0.942375899;1;2004;NA;0.375984302
4135;0.578301634;188;0.66071;928;0.05694;316.39465;193;0.655921418;0;37.1573567501336;0.19;40837;0.551921515;299.259;0;0.05694;121.044;1;1;1982;NA;0.551921515
4136;0.424108277;137;0.9337;0;0.42805;239.75138;3.587;0.682101282;8;53.4796;317;354006;0;221.971;168;0.17395;117.933;0.999588059;1;0;NA;0
4138;0.331090126;35;12.03701;0.41;3.84573;196.88444;5.329;0.416141023;495;40.71455;579;284567;NA;192.546;172;3.44925;77.963;1;581;1994;0;0
4139;0.364968608;118;0.9431;1;0.20608;229.45914;189;0.555495603;923;33.13178;574;295306;NA;213.49;979;0.02846;163.969;1;566;1993;0.3;0.3
4141;0.291883422;486;0.69833;486;0.69833;122.51383;311;0.093413203;472;40.14323;569;79225;NA;111.183;509;0.37604;104.289;0.996956602;0;0;0;0
4142;0.485781602;19;1.48697;889;0.5083;228.12689;0;0.674464705;0.45;48.20254;333;299837;NA;225.512;1;0.26198;123.028;0.998968746;926;1984;0.31;0.31
4143;0;208;0.21145;0;0.21145;94.51057;0;0.497203774;139;37.1573567501336;505;259608;NA;92.143;474;0.21145;124.439;0.88798923;215;0;0.08;0.08
4144;0.29398439;13;1.12151;0;0.49153;238.8371;0;0.419034024;314;37.1573567501336;218;460246;0;230.586;274;0.06736;96.154;0.998522017;0;0;NA;0
4145;0.418429598;111;0.5648;705;0.5648;218.3571;7.947;0.596349854;394;41.26069;781;216163;0.270775999;202.832;0.03;0.25213;94.57;1;362;1997;0.14;0.270775999
4148;0.247292528;72;0.73407;815;0.42035;294.08608;214;0.412448406;35;37.1573567501336;236;483488;NA;282.064;624;0.2631;191.033;0.689958567;1;1996;0.02;0.02
4149;0.48981262;245;1.0925;533;0.28112;293.66812;0;0.432640532;725;37.1573567501336;621;331432;0.543788273;280.091;533;0.28112;163.935;0.940802395;399;2008;0.11;0.543788273
4150;0.355646469;457;0.47698;457;0.47698;138.44853;0;0.470615401;0;41.50471;7;715572;NA;128.772;648;0.47698;164.23;0.941092128;0;2002;0.06;0.06
4151;0.317187769;53;2.55777;369;0.77812;117.83791;0.16;0.378408558;8;30.9742;293;192886;0;114.364;1;0.17212;81.988;1;999;0;0.01;0
4152;0.266645906;1;0.11843;1;0.11843;303.90812;321;0.315307851;823;37.1573567501336;707;766158;0;283.684;849;0.11843;125.693;0.882019592;0;2001;NA;0
4153;0.503151606;161;1.68197;872;0.31231;287.16363;172;0.670615396;1;37.1573567501336;925;762361;0.266955186;287.164;554;0.31231;90.373;0.989622403;665;0;NA;0.266955186
4157;0.387243575;4;0.62141;309;0.22616;145.10975;0;0.641766665;562;37.1573567501336;447;530201;0.265861049;140.005;649;0.22616;151.936;0.845228533;679;0;NA;0.265861049
4158;0;11;0.63577;0;0.31881;208.45669;1.228;0.518077178;0.23;37.1573567501336;308;770835;0;205.671;321;0.16541;191.956;1;1;0;0.03;0
4159;0.310544672;42;0.09199;403;0.09199;163.52608;0;0.421187326;0;37.1573567501336;154;376903;0.215080319;163.526;359;0.09199;107.302;0.963882776;703;2001;0;0.215080319
4160;0.335041777;557;1.00816;1;0.50047;195.21261;0;0.568427347;258;37.1573567501336;509;489422;NA;190.131;774;0.11938;118.008;1;1;2004;0;0
4161;0;87;0.49128;633;0.49128;209.73669;432;0.378930032;332;37.1573567501336;0.47;174705;NA;202.966;545;0.22711;116.096;1;639;0;0;0
4164;0.344984811;403;1.69464;789;0.33116;286.4322;293;0.507430629;923;30.43977;576;217680;0.511424326;264.423;445;0.33116;87.106;1;837;2005;NA;0.511424326
4166;0.412699765;65;0.26774;948;0.26774;184.34567;224;0.59540924;935;37.1573567501336;677;185858;0.265861049;182.219;948;0.26774;124.556;1;1;0;0.02;0.265861049
4167;0.345368825;324;1.05362;786;0.39744;290.53342;0;0.528211287;844;37.1573567501336;838;620110;0;281.217;129;0.39744;91.496;0.999058641;385;0;NA;0
4168;0.349776346;39;1.61348;1;0.29426;247.48363;256;0.561821511;163;37.1573567501336;303;102054;0.265861049;243.293;778;0.12166;86.061;0.954221424;915;0;0.03;0.265861049
4169;0.358423586;958;0.25758;958;0.25758;193.35791;287;0.498758408;642;38.03213;0.49;710248;0.215080319;185.417;948;0.25758;106.14;0.837944523;0;2005;0;0.215080319
4170;0.385787615;293;0.61967;787;0.21287;191.99955;142;0.583443024;239;18.01571;492;615813;0;181.278;261;0.21287;147.791;0.938055251;309;0;NA;0
4171;0.372251208;0;0;1;0.96181;165.98159;0.16;0.573612399;417;37.1573567501336;435;762404;0;160.02;87;0.51432;34.335;1;0;1980;NA;0
4173;0.414780659;661;0.59554;661;0.59554;38.922;0;0.558007752;572;-41.28054;446;535298;0;38.922;505;0.24207;83.412;0.906784868;0.74;2004;0;0
4176;0.296268954;24;3.08546;721;2.26191;326.79138;3.175;0.360031167;552;35.21962;0.3;75231;0;307.908;218;2.26191;150.243;0.956080751;175;2003;0;0
4178;0.492132221;11;0.64509;476;0.26548;119.7971;228;0.677550149;184;37.1573567501336;342;716004;0.733956331;112.205;195;0.07318;150.006;0.999823218;0;2008;NA;0.733956331
4179;0.373464228;654;0.41764;963;0.07763;216.45016;253;0.682045692;66;37.1573567501336;268;533823;NA;208.515;235;0.07763;174.942;0.86898109;196;2005;0.06;0.06
4180;0.353345469;122;1.03991;821;0.23715;217.39057;0.2;0.596501188;666;40.71455;0.71;711053;NA;211.226;565;0.23715;149.897;0.77064361;783;0;0;0
4181;0.333770845;0.53;1.64732;722;0.29532;232.77669;0;0.510660236;292;37.1573567501336;0.48;149770;NA;217.977;662;0.29532;103.3;0.960316306;525;1992;0.04;0.04
4182;0.420001071;11;0.85071;587;0.22916;222.56281;497;0.648069465;0.1;37.1573567501336;566;191415;0.522131585;202.461;1;0.22916;96.093;0.922152407;1;1999;NA;0.522131585
4183;0.453371188;15;0.53144;1;0.17797;193.07057;0;0.68108442;908;37.1573567501336;0.67;639392;0.215080319;176.414;1;0.17797;170.114;1;363;0;0.05;0.215080319
4184;0.442670005;14;0.55806;756;0.06214;190.37995;0;0.666564007;122;37.1573567501336;217;702379;0;180.332;1;0.06214;121.015;1;859;0;0;0
4185;0;0;0.03454;0;0.03454;28.83873;897;0.406629903;93;37.1573567501336;354;363525;0;28.839;0;0.03454;100.08;1;432;0;NA;0
4186;0.385878058;39;1.03814;1;0.14971;184.34567;334;0.576053723;153;37.1573567501336;559;6953;0.531722098;173.354;847;0.14971;135.124;0.911156031;1;0;NA;0.531722098
4187;0.361917926;104;1.56752;0;0.26417;190.69342;0;0.629008226;0;37.1573567501336;237;701935;0.215080319;180.791;664;0.09939;181.801;1;0.32;0;0;0.215080319
4188;0.600282491;77;1.83812;875;0.5547;340.40118;113;0.862795414;713;39.95227;754;15646;0.583401231;333.351;0;0.2338;98.008;0.999992808;582;0;0.25;0.583401231
4189;0.315019313;312;1.70966;84;0.43472;184.81587;0;0.514521897;0;37.1573567501336;173;164964;0;176.193;1;0.11941;94.055;0.93116029;494;0;0;0
4190;0.394289662;516;1.81039;885;0.10378;100.8322;293;0.6334089;551;46.71067;536;601969;NA;94.65;373;0.10378;75.064;1;971;1953;0.13;0.13
4191;0.472451772;482;1.25153;162;0.61048;328.85506;0;0.64783484;0.02;17.57975;312;484128;NA;320.726;0;0.18311;93.325;0.960857676;736;2009;0.16;0.16
4192;0.331090126;67;1.32946;904;0.25946;116.34893;461;0.416141023;751;40.71455;612;625445;0.299877488;113.209;587;0.25946;112.896;1;1;0;NA;0.299877488
4193;0.819588282;8;0.91792;522;0.45586;269.76608;0;0.918451789;106;37.1573567501336;333;311155;NA;250.746;211;0.2231;130.065;1;0;2006;0.75;0.75
4194;0.851233891;61;0.49788;783;0.02517;309.83791;0;0.856448924;294;37.1573567501336;233;428531;NA;301.697;1;0.02517;126.955;1;1;2008;0.54;0.54
4195;0.333929873;35;0.91965;1;0.18672;128.62649;65;0.595651321;0.55;37.1573567501336;571;628406;NA;123.6;368;0.18672;83.872;1;272;0;0;0
4196;0.315776703;55;0.21968;843;0.21968;246.80444;163;0.433403103;652;37.1573567501336;561;453925;0;240.663;532;0.21968;137.11;0.963427478;117;1987;0.05;0
4197;0.368455091;946;0.37219;946;0.37219;367.49016;322;0.453120084;115;37.1573567501336;237;628402;0.270775999;356.333;894;0.1912;164.026;0.896093302;0;0;0;0.270775999
4199;0.333433313;121;0.98888;515;0.98888;287.55546;671;0.556697361;475;37.1573567501336;0.52;149923;0;281.681;235;0.64542;69.313;1;904;0;NA;0
4200;0.349906197;47;0.07945;665;0.07945;206.21016;241;0.484343035;567;37.1573567501336;601;390110;NA;201.288;694;0.07945;139.914;0.97129884;74;0;0;0
4202;0.556477415;1;0.57298;565;0.19151;159.81669;164;0.833590332;738;37.1573567501336;689;250481;0.484469523;156.845;1;0.19151;157.991;0.999717508;269;0;0.19;0.484469523
4203;0.916053228;88;2.29163;332;1.37601;410.8273;0;0.865021512;463;37.1573567501336;553;316;0.564934173;408.079;0;1.37601;138.038;0.91162502;0.59;2003;NA;0.564934173
4204;0.361509802;19;0.52967;539;0.52967;208.87465;862;0.520204911;998;37.16793;848;478558;0.572920148;190.531;525;0.52967;109.196;0.978177995;0;0;0.06;0.572920148
